,created_at,entry_id,field1,field2
5046,2022-03-16T19:40:54+08:00,5047,31.6,57.0
5047,2022-03-16T19:41:25+08:00,5048,31.6,57.0
5048,2022-03-16T19:41:56+08:00,5049,31.6,57.0
5049,2022-03-16T19:42:27+08:00,5050,31.6,57.0
5050,2022-03-16T19:42:58+08:00,5051,31.6,57.0
5051,2022-03-16T19:43:29+08:00,5052,31.6,58.0
5052,2022-03-16T19:43:59+08:00,5053,31.6,58.0
5053,2022-03-16T19:44:30+08:00,5054,31.6,59.0
5054,2022-03-16T19:45:01+08:00,5055,31.5,59.0
5055,2022-03-16T19:45:32+08:00,5056,31.5,59.0
5056,2022-03-16T19:46:03+08:00,5057,31.5,59.0
5057,2022-03-16T19:46:33+08:00,5058,31.5,59.0
5058,2022-03-16T19:47:04+08:00,5059,31.5,59.0
5059,2022-03-16T19:47:35+08:00,5060,31.5,59.0
5060,2022-03-16T19:48:06+08:00,5061,31.6,59.0
5061,2022-03-16T19:48:37+08:00,5062,31.6,59.0
5062,2022-03-16T19:49:08+08:00,5063,31.6,59.0
5063,2022-03-16T19:49:38+08:00,5064,31.6,59.0
5064,2022-03-16T19:50:09+08:00,5065,31.6,59.0
5065,2022-03-16T19:50:40+08:00,5066,31.6,59.0
5066,2022-03-16T19:51:11+08:00,5067,31.6,59.0
5067,2022-03-16T19:51:42+08:00,5068,31.6,59.0
5068,2022-03-16T19:52:12+08:00,5069,31.6,59.0
5069,2022-03-16T19:52:43+08:00,5070,31.6,59.0
5070,2022-03-16T19:53:14+08:00,5071,31.6,59.0
5071,2022-03-16T19:53:45+08:00,5072,31.6,59.0
5072,2022-03-16T19:54:16+08:00,5073,31.6,59.0
5073,2022-03-16T19:54:47+08:00,5074,31.6,59.0
5074,2022-03-16T19:55:18+08:00,5075,31.6,59.0
5075,2022-03-16T19:55:49+08:00,5076,31.6,59.0
5076,2022-03-16T19:56:20+08:00,5077,31.6,59.0
5077,2022-03-16T19:56:51+08:00,5078,31.6,59.0
5078,2022-03-16T19:57:22+08:00,5079,31.6,59.0
5079,2022-03-16T19:57:53+08:00,5080,31.6,59.0
5080,2022-03-16T19:58:24+08:00,5081,31.6,59.0
5081,2022-03-16T19:58:54+08:00,5082,31.6,59.0
5082,2022-03-16T19:59:25+08:00,5083,31.6,60.0
5083,2022-03-16T19:59:56+08:00,5084,31.6,60.0
5084,2022-03-16T20:00:27+08:00,5085,31.6,60.0
5085,2022-03-16T20:00:58+08:00,5086,31.6,60.0
5086,2022-03-16T20:01:29+08:00,5087,31.6,60.0
5087,2022-03-16T20:02:00+08:00,5088,31.6,60.0
5088,2022-03-16T20:02:31+08:00,5089,31.6,60.0
5089,2022-03-16T20:03:02+08:00,5090,31.6,60.0
5090,2022-03-16T20:03:33+08:00,5091,31.6,60.0
5091,2022-03-16T20:04:04+08:00,5092,31.6,60.0
5092,2022-03-16T20:04:35+08:00,5093,31.6,60.0
5093,2022-03-16T20:05:06+08:00,5094,31.6,60.0
5094,2022-03-16T20:05:37+08:00,5095,31.6,60.0
5095,2022-03-16T20:06:08+08:00,5096,31.6,60.0
5096,2022-03-16T20:06:39+08:00,5097,31.6,60.0
5097,2022-03-16T20:07:10+08:00,5098,31.6,60.0
5098,2022-03-16T20:07:41+08:00,5099,31.6,60.0
5099,2022-03-16T20:08:12+08:00,5100,31.6,60.0
5100,2022-03-16T20:08:43+08:00,5101,31.6,60.0
5101,2022-03-16T20:09:14+08:00,5102,31.6,60.0
5102,2022-03-16T20:09:45+08:00,5103,31.6,60.0
5103,2022-03-16T20:10:16+08:00,5104,31.6,60.0
5104,2022-03-16T20:10:47+08:00,5105,31.6,60.0
5105,2022-03-16T20:11:18+08:00,5106,31.6,60.0
5106,2022-03-16T20:11:49+08:00,5107,31.6,60.0
5107,2022-03-16T20:12:20+08:00,5108,31.6,60.0
5108,2022-03-16T20:12:51+08:00,5109,31.6,60.0
5109,2022-03-16T20:13:22+08:00,5110,31.6,60.0
5110,2022-03-16T20:13:53+08:00,5111,31.6,60.0
5111,2022-03-16T20:14:24+08:00,5112,31.6,60.0
5112,2022-03-16T20:14:55+08:00,5113,31.6,60.0
5113,2022-03-16T20:15:26+08:00,5114,31.6,60.0
5114,2022-03-16T20:15:57+08:00,5115,31.6,60.0
5115,2022-03-16T20:16:28+08:00,5116,31.6,60.0
5116,2022-03-16T20:16:59+08:00,5117,31.6,60.0
5117,2022-03-16T20:17:30+08:00,5118,31.6,60.0
5118,2022-03-16T20:18:01+08:00,5119,31.6,60.0
5119,2022-03-16T20:18:32+08:00,5120,31.6,60.0
5120,2022-03-16T20:19:03+08:00,5121,31.6,60.0
5121,2022-03-16T20:19:34+08:00,5122,31.6,60.0
5122,2022-03-16T20:20:05+08:00,5123,31.6,60.0
5123,2022-03-16T20:20:36+08:00,5124,31.6,60.0
5124,2022-03-16T20:21:07+08:00,5125,31.6,60.0
5125,2022-03-16T20:21:38+08:00,5126,31.6,60.0
5126,2022-03-16T20:22:09+08:00,5127,31.6,60.0
5127,2022-03-16T20:22:40+08:00,5128,31.6,60.0
5128,2022-03-16T20:23:11+08:00,5129,31.6,60.0
5129,2022-03-16T20:23:42+08:00,5130,31.6,60.0
5130,2022-03-16T20:24:13+08:00,5131,31.6,60.0
5131,2022-03-16T20:24:44+08:00,5132,31.6,60.0
5132,2022-03-16T20:25:15+08:00,5133,31.6,60.0
5133,2022-03-16T20:25:46+08:00,5134,31.6,60.0
5134,2022-03-16T20:26:17+08:00,5135,31.6,60.0
5135,2022-03-16T20:26:48+08:00,5136,31.6,60.0
5136,2022-03-16T20:27:19+08:00,5137,31.6,61.0
5137,2022-03-16T20:27:50+08:00,5138,31.6,61.0
5138,2022-03-16T20:28:21+08:00,5139,31.6,61.0
5139,2022-03-16T20:28:52+08:00,5140,31.6,61.0
5140,2022-03-16T20:29:23+08:00,5141,31.6,61.0
5141,2022-03-16T20:29:54+08:00,5142,31.6,61.0
5142,2022-03-16T20:30:25+08:00,5143,31.6,61.0
5143,2022-03-16T20:30:55+08:00,5144,31.6,61.0
5144,2022-03-16T20:31:26+08:00,5145,31.6,61.0
5145,2022-03-16T20:31:57+08:00,5146,31.6,61.0
5146,2022-03-16T20:32:28+08:00,5147,31.6,61.0
5147,2022-03-16T20:32:59+08:00,5148,31.6,61.0
5148,2022-03-16T20:33:30+08:00,5149,31.6,61.0
5149,2022-03-16T20:34:01+08:00,5150,31.6,61.0
5150,2022-03-16T20:34:32+08:00,5151,31.6,61.0
5151,2022-03-16T20:35:03+08:00,5152,31.6,61.0
5152,2022-03-16T20:35:35+08:00,5153,31.6,61.0
5153,2022-03-16T20:36:06+08:00,5154,31.6,61.0
5154,2022-03-16T20:36:37+08:00,5155,31.6,61.0
5155,2022-03-16T20:37:08+08:00,5156,31.6,61.0
5156,2022-03-16T20:37:39+08:00,5157,31.6,61.0
5157,2022-03-16T20:38:10+08:00,5158,31.6,61.0
5158,2022-03-16T20:38:41+08:00,5159,31.6,61.0
5159,2022-03-16T20:39:12+08:00,5160,31.6,61.0
5160,2022-03-16T20:39:42+08:00,5161,31.6,61.0
5161,2022-03-16T20:40:13+08:00,5162,31.6,61.0
5162,2022-03-16T20:40:44+08:00,5163,31.6,61.0
5163,2022-03-16T20:41:15+08:00,5164,31.6,61.0
5164,2022-03-16T20:41:46+08:00,5165,31.6,61.0
5165,2022-03-16T20:42:17+08:00,5166,31.6,61.0
5166,2022-03-16T20:42:48+08:00,5167,31.6,61.0
5167,2022-03-16T20:43:19+08:00,5168,31.6,61.0
5168,2022-03-16T20:43:50+08:00,5169,31.6,61.0
5169,2022-03-16T20:44:21+08:00,5170,31.6,61.0
5170,2022-03-16T20:44:52+08:00,5171,31.6,61.0
5171,2022-03-16T20:45:23+08:00,5172,31.6,61.0
5172,2022-03-16T20:45:54+08:00,5173,31.6,61.0
5173,2022-03-16T20:46:25+08:00,5174,31.6,61.0
5174,2022-03-16T20:46:56+08:00,5175,31.6,61.0
5175,2022-03-16T20:47:27+08:00,5176,31.6,61.0
5176,2022-03-16T20:47:58+08:00,5177,31.6,61.0
5177,2022-03-16T20:48:29+08:00,5178,31.6,61.0
5178,2022-03-16T20:49:00+08:00,5179,31.6,61.0
5179,2022-03-16T20:49:31+08:00,5180,31.6,61.0
5180,2022-03-16T20:50:02+08:00,5181,31.6,61.0
5181,2022-03-16T20:50:33+08:00,5182,31.6,61.0
5182,2022-03-16T20:51:04+08:00,5183,31.6,61.0
5183,2022-03-16T20:51:35+08:00,5184,31.5,61.0
5184,2022-03-16T20:52:06+08:00,5185,31.6,61.0
5185,2022-03-16T20:52:37+08:00,5186,31.6,61.0
5186,2022-03-16T20:53:08+08:00,5187,31.6,61.0
5187,2022-03-16T20:53:39+08:00,5188,31.6,61.0
5188,2022-03-16T20:54:10+08:00,5189,31.6,61.0
5189,2022-03-16T20:54:41+08:00,5190,31.6,61.0
5190,2022-03-16T20:55:12+08:00,5191,31.6,61.0
5191,2022-03-16T20:55:43+08:00,5192,31.6,61.0
5192,2022-03-16T20:56:14+08:00,5193,31.5,61.0
5193,2022-03-16T20:56:45+08:00,5194,31.6,61.0
5194,2022-03-16T20:57:16+08:00,5195,31.6,61.0
5195,2022-03-16T20:57:47+08:00,5196,31.6,61.0
5196,2022-03-16T20:58:18+08:00,5197,31.6,61.0
5197,2022-03-16T20:58:49+08:00,5198,31.6,61.0
5198,2022-03-16T20:59:20+08:00,5199,31.6,61.0
5199,2022-03-16T20:59:51+08:00,5200,31.6,61.0
5200,2022-03-16T21:00:22+08:00,5201,31.6,61.0
5201,2022-03-16T21:00:53+08:00,5202,31.6,61.0
5202,2022-03-16T21:01:24+08:00,5203,31.6,61.0
5203,2022-03-16T21:01:55+08:00,5204,31.6,61.0
5204,2022-03-16T21:02:26+08:00,5205,31.6,61.0
5205,2022-03-16T21:02:57+08:00,5206,31.6,61.0
5206,2022-03-16T21:03:28+08:00,5207,31.6,61.0
5207,2022-03-16T21:03:59+08:00,5208,31.6,62.0
5208,2022-03-16T21:04:30+08:00,5209,31.6,61.0
5209,2022-03-16T21:05:02+08:00,5210,31.6,62.0
5210,2022-03-16T21:05:33+08:00,5211,31.6,62.0
5211,2022-03-16T21:06:04+08:00,5212,31.6,62.0
5212,2022-03-16T21:06:35+08:00,5213,31.6,62.0
5213,2022-03-16T21:07:06+08:00,5214,31.6,62.0
5214,2022-03-16T21:07:37+08:00,5215,31.6,62.0
5215,2022-03-16T21:08:07+08:00,5216,31.6,62.0
5216,2022-03-16T21:08:38+08:00,5217,31.6,62.0
5217,2022-03-16T21:09:09+08:00,5218,31.6,62.0
5218,2022-03-16T21:09:40+08:00,5219,31.6,62.0
5219,2022-03-16T21:10:11+08:00,5220,31.6,62.0
5220,2022-03-16T21:10:42+08:00,5221,31.6,62.0
5221,2022-03-16T21:11:13+08:00,5222,31.6,62.0
5222,2022-03-16T21:11:44+08:00,5223,31.6,62.0
5223,2022-03-16T21:12:15+08:00,5224,31.6,62.0
5224,2022-03-16T21:12:46+08:00,5225,31.6,62.0
5225,2022-03-16T21:13:17+08:00,5226,31.6,62.0
5226,2022-03-16T21:13:48+08:00,5227,31.6,62.0
5227,2022-03-16T21:14:19+08:00,5228,31.6,62.0
5228,2022-03-16T21:14:50+08:00,5229,31.6,62.0
5229,2022-03-16T21:15:21+08:00,5230,31.6,62.0
5230,2022-03-16T21:15:52+08:00,5231,31.6,62.0
5231,2022-03-16T21:16:23+08:00,5232,31.6,62.0
5232,2022-03-16T21:16:54+08:00,5233,31.6,62.0
5233,2022-03-16T21:17:25+08:00,5234,31.6,62.0
5234,2022-03-16T21:17:56+08:00,5235,31.6,62.0
5235,2022-03-16T21:18:27+08:00,5236,31.6,62.0
5236,2022-03-16T21:18:58+08:00,5237,31.6,62.0
5237,2022-03-16T21:19:29+08:00,5238,31.6,62.0
5238,2022-03-16T21:20:00+08:00,5239,31.6,62.0
5239,2022-03-16T21:20:31+08:00,5240,31.6,62.0
5240,2022-03-16T21:21:02+08:00,5241,31.6,62.0
5241,2022-03-16T21:21:33+08:00,5242,31.6,62.0
5242,2022-03-16T21:22:04+08:00,5243,31.6,62.0
5243,2022-03-16T21:22:35+08:00,5244,31.6,62.0
5244,2022-03-16T21:23:06+08:00,5245,31.6,62.0
5245,2022-03-16T21:23:37+08:00,5246,31.6,62.0
5246,2022-03-16T21:24:08+08:00,5247,31.6,62.0
5247,2022-03-16T21:24:39+08:00,5248,31.6,62.0
5248,2022-03-16T21:25:10+08:00,5249,31.6,62.0
5249,2022-03-16T21:25:41+08:00,5250,31.6,62.0
5250,2022-03-16T21:26:12+08:00,5251,31.6,62.0
5251,2022-03-16T21:26:42+08:00,5252,31.6,62.0
5252,2022-03-16T21:27:14+08:00,5253,31.6,62.0
5253,2022-03-16T21:27:45+08:00,5254,31.6,62.0
5254,2022-03-16T21:28:16+08:00,5255,31.7,62.0
5255,2022-03-16T21:28:47+08:00,5256,31.7,62.0
5256,2022-03-16T21:29:18+08:00,5257,31.7,62.0
5257,2022-03-16T21:29:49+08:00,5258,31.7,62.0
5258,2022-03-16T21:30:20+08:00,5259,31.7,62.0
5259,2022-03-16T21:30:51+08:00,5260,31.7,62.0
5260,2022-03-16T21:31:22+08:00,5261,31.7,62.0
5261,2022-03-16T21:31:53+08:00,5262,31.7,62.0
5262,2022-03-16T21:32:24+08:00,5263,31.7,62.0
5263,2022-03-16T21:32:55+08:00,5264,31.7,62.0
5264,2022-03-16T21:33:26+08:00,5265,31.7,62.0
5265,2022-03-16T21:33:57+08:00,5266,31.7,62.0
5266,2022-03-16T21:34:28+08:00,5267,31.7,62.0
5267,2022-03-16T21:34:59+08:00,5268,31.7,62.0
5268,2022-03-16T21:35:30+08:00,5269,31.6,62.0
5269,2022-03-16T21:36:01+08:00,5270,31.6,62.0
5270,2022-03-16T21:36:32+08:00,5271,31.6,62.0
5271,2022-03-16T21:37:03+08:00,5272,31.6,62.0
5272,2022-03-16T21:37:34+08:00,5273,31.7,62.0
5273,2022-03-16T21:38:05+08:00,5274,31.7,62.0
5274,2022-03-16T21:38:36+08:00,5275,31.7,62.0
5275,2022-03-16T21:39:06+08:00,5276,31.7,62.0
5276,2022-03-16T21:39:37+08:00,5277,31.7,62.0
5277,2022-03-16T21:40:08+08:00,5278,31.7,62.0
5278,2022-03-16T21:40:39+08:00,5279,31.6,62.0
5279,2022-03-16T21:41:10+08:00,5280,31.6,63.0
5280,2022-03-16T21:41:41+08:00,5281,31.6,63.0
5281,2022-03-16T21:42:12+08:00,5282,31.6,63.0
5282,2022-03-16T21:42:43+08:00,5283,31.6,63.0
5283,2022-03-16T21:43:14+08:00,5284,31.6,63.0
5284,2022-03-16T21:43:45+08:00,5285,31.6,63.0
5285,2022-03-16T21:44:16+08:00,5286,31.6,63.0
5286,2022-03-16T21:44:47+08:00,5287,31.6,63.0
5287,2022-03-16T21:45:18+08:00,5288,31.6,63.0
5288,2022-03-16T21:45:49+08:00,5289,31.6,63.0
5289,2022-03-16T21:46:20+08:00,5290,31.6,63.0
5290,2022-03-16T21:46:51+08:00,5291,31.6,63.0
5291,2022-03-16T21:47:22+08:00,5292,31.7,63.0
5292,2022-03-16T21:47:53+08:00,5293,31.6,63.0
5293,2022-03-16T21:48:24+08:00,5294,31.7,63.0
5294,2022-03-16T21:48:55+08:00,5295,31.7,63.0
5295,2022-03-16T21:49:26+08:00,5296,31.7,63.0
5296,2022-03-16T21:49:57+08:00,5297,31.7,63.0
5297,2022-03-16T21:50:28+08:00,5298,31.7,63.0
5298,2022-03-16T21:50:59+08:00,5299,31.6,63.0
5299,2022-03-16T21:51:30+08:00,5300,31.6,63.0
5300,2022-03-16T21:52:01+08:00,5301,31.6,63.0
5301,2022-03-16T21:52:32+08:00,5302,31.7,63.0
5302,2022-03-16T21:53:03+08:00,5303,31.7,63.0
5303,2022-03-16T21:53:34+08:00,5304,31.7,63.0
5304,2022-03-16T21:54:05+08:00,5305,31.7,63.0
5305,2022-03-16T21:54:36+08:00,5306,31.7,63.0
5306,2022-03-16T21:55:07+08:00,5307,31.7,64.0
5307,2022-03-16T21:55:38+08:00,5308,31.7,64.0
5308,2022-03-16T21:56:09+08:00,5309,31.6,64.0
5309,2022-03-16T21:56:40+08:00,5310,31.7,64.0
5310,2022-03-16T21:57:11+08:00,5311,31.6,64.0
5311,2022-03-16T21:57:42+08:00,5312,31.6,64.0
5312,2022-03-16T21:58:13+08:00,5313,31.6,64.0
5313,2022-03-16T21:58:44+08:00,5314,31.6,64.0
5314,2022-03-16T21:59:15+08:00,5315,31.6,64.0
5315,2022-03-16T21:59:46+08:00,5316,31.7,64.0
5316,2022-03-16T22:00:17+08:00,5317,31.6,64.0
5317,2022-03-16T22:00:48+08:00,5318,31.6,64.0
5318,2022-03-16T22:01:19+08:00,5319,31.6,64.0
5319,2022-03-16T22:01:50+08:00,5320,31.6,64.0
5320,2022-03-16T22:02:21+08:00,5321,31.6,64.0
5321,2022-03-16T22:02:52+08:00,5322,31.6,64.0
5322,2022-03-16T22:03:23+08:00,5323,31.6,64.0
5323,2022-03-16T22:03:54+08:00,5324,31.6,64.0
5324,2022-03-16T22:04:25+08:00,5325,31.6,64.0
5325,2022-03-16T22:04:56+08:00,5326,31.6,64.0
5326,2022-03-16T22:05:27+08:00,5327,31.6,64.0
5327,2022-03-16T22:05:58+08:00,5328,31.7,64.0
5328,2022-03-16T22:06:29+08:00,5329,31.7,64.0
5329,2022-03-16T22:07:00+08:00,5330,31.7,64.0
5330,2022-03-16T22:07:31+08:00,5331,31.7,64.0
5331,2022-03-16T22:08:02+08:00,5332,31.7,64.0
5332,2022-03-16T22:08:33+08:00,5333,31.7,64.0
5333,2022-03-16T22:09:04+08:00,5334,31.7,63.0
5334,2022-03-16T22:09:35+08:00,5335,31.7,63.0
5335,2022-03-16T22:10:06+08:00,5336,31.7,63.0
5336,2022-03-16T22:10:37+08:00,5337,31.7,63.0
5337,2022-03-16T22:11:08+08:00,5338,31.7,63.0
5338,2022-03-16T22:11:39+08:00,5339,31.7,63.0
5339,2022-03-16T22:12:10+08:00,5340,31.7,63.0
5340,2022-03-16T22:12:41+08:00,5341,31.7,63.0
5341,2022-03-16T22:13:12+08:00,5342,31.7,63.0
5342,2022-03-16T22:13:43+08:00,5343,31.7,63.0
5343,2022-03-16T22:14:14+08:00,5344,31.7,63.0
5344,2022-03-16T22:14:45+08:00,5345,31.7,63.0
5345,2022-03-16T22:15:16+08:00,5346,31.7,63.0
5346,2022-03-16T22:15:47+08:00,5347,31.7,63.0
5347,2022-03-16T22:16:17+08:00,5348,31.7,64.0
5348,2022-03-16T22:16:48+08:00,5349,31.7,64.0
5349,2022-03-16T22:17:19+08:00,5350,31.7,64.0
5350,2022-03-16T22:17:50+08:00,5351,31.7,64.0
5351,2022-03-16T22:18:21+08:00,5352,31.7,64.0
5352,2022-03-16T22:18:52+08:00,5353,31.7,64.0
5353,2022-03-16T22:19:23+08:00,5354,31.7,64.0
5354,2022-03-16T22:19:54+08:00,5355,31.7,63.0
5355,2022-03-16T22:20:25+08:00,5356,31.7,64.0
5356,2022-03-16T22:20:56+08:00,5357,31.7,64.0
5357,2022-03-16T22:21:27+08:00,5358,31.7,64.0
5358,2022-03-16T22:21:58+08:00,5359,31.7,64.0
5359,2022-03-16T22:22:29+08:00,5360,31.7,64.0
5360,2022-03-16T22:23:00+08:00,5361,31.7,64.0
5361,2022-03-16T22:23:31+08:00,5362,31.7,64.0
5362,2022-03-16T22:24:02+08:00,5363,31.7,64.0
5363,2022-03-16T22:24:33+08:00,5364,31.7,63.0
5364,2022-03-16T22:25:04+08:00,5365,31.7,64.0
5365,2022-03-16T22:25:35+08:00,5366,31.7,64.0
5366,2022-03-16T22:26:06+08:00,5367,31.7,64.0
5367,2022-03-16T22:26:37+08:00,5368,31.7,64.0
5368,2022-03-16T22:27:08+08:00,5369,31.7,64.0
5369,2022-03-16T22:27:39+08:00,5370,31.7,64.0
5370,2022-03-16T22:28:10+08:00,5371,31.7,64.0
5371,2022-03-16T22:28:41+08:00,5372,31.7,64.0
5372,2022-03-16T22:29:12+08:00,5373,31.7,64.0
5373,2022-03-16T22:29:43+08:00,5374,31.7,64.0
5374,2022-03-16T22:30:14+08:00,5375,31.7,64.0
5375,2022-03-16T22:30:45+08:00,5376,31.7,64.0
5376,2022-03-16T22:31:16+08:00,5377,31.7,64.0
5377,2022-03-16T22:31:47+08:00,5378,31.7,64.0
5378,2022-03-16T22:32:18+08:00,5379,31.7,64.0
5379,2022-03-16T22:32:49+08:00,5380,31.7,64.0
5380,2022-03-16T22:33:20+08:00,5381,31.7,64.0
5381,2022-03-16T22:33:51+08:00,5382,31.7,64.0
5382,2022-03-16T22:34:22+08:00,5383,31.7,64.0
5383,2022-03-16T22:34:53+08:00,5384,31.7,64.0
5384,2022-03-16T22:35:24+08:00,5385,31.7,64.0
5385,2022-03-16T22:35:55+08:00,5386,31.7,64.0
5386,2022-03-16T22:36:26+08:00,5387,31.7,64.0
5387,2022-03-16T22:36:57+08:00,5388,31.7,64.0
5388,2022-03-16T22:37:28+08:00,5389,31.7,64.0
5389,2022-03-16T22:37:59+08:00,5390,31.7,64.0
5390,2022-03-16T22:38:30+08:00,5391,31.7,64.0
5391,2022-03-16T22:39:01+08:00,5392,31.7,64.0
5392,2022-03-16T22:39:32+08:00,5393,31.7,64.0
5393,2022-03-16T22:40:03+08:00,5394,31.7,64.0
5394,2022-03-16T22:40:34+08:00,5395,31.7,64.0
5395,2022-03-16T22:41:05+08:00,5396,31.7,64.0
5396,2022-03-16T22:41:36+08:00,5397,31.7,64.0
5397,2022-03-16T22:42:07+08:00,5398,31.7,64.0
5398,2022-03-16T22:42:38+08:00,5399,31.6,64.0
5399,2022-03-16T22:43:09+08:00,5400,31.7,64.0
5400,2022-03-16T22:43:40+08:00,5401,31.7,64.0
5401,2022-03-16T22:44:11+08:00,5402,31.7,64.0
5402,2022-03-16T22:44:42+08:00,5403,31.7,64.0
5403,2022-03-16T22:45:13+08:00,5404,31.6,64.0
5404,2022-03-16T22:45:44+08:00,5405,31.7,64.0
5405,2022-03-16T22:46:15+08:00,5406,31.6,64.0
5406,2022-03-16T22:46:46+08:00,5407,31.6,64.0
5407,2022-03-16T22:47:17+08:00,5408,31.6,64.0
5408,2022-03-16T22:47:48+08:00,5409,31.7,64.0
5409,2022-03-16T22:48:18+08:00,5410,31.7,64.0
5410,2022-03-16T22:48:49+08:00,5411,31.6,64.0
5411,2022-03-16T22:49:20+08:00,5412,31.6,64.0
5412,2022-03-16T22:49:51+08:00,5413,31.6,64.0
5413,2022-03-16T22:50:22+08:00,5414,31.7,64.0
5414,2022-03-16T22:50:53+08:00,5415,31.6,64.0
5415,2022-03-16T22:51:24+08:00,5416,31.6,64.0
5416,2022-03-16T22:51:55+08:00,5417,31.6,64.0
5417,2022-03-16T22:52:26+08:00,5418,31.6,64.0
5418,2022-03-16T22:52:57+08:00,5419,31.6,64.0
5419,2022-03-16T22:53:28+08:00,5420,31.6,64.0
5420,2022-03-16T22:53:59+08:00,5421,31.6,64.0
5421,2022-03-16T22:54:30+08:00,5422,31.6,64.0
5422,2022-03-16T22:55:01+08:00,5423,31.6,64.0
5423,2022-03-16T22:55:32+08:00,5424,31.6,64.0
5424,2022-03-16T22:56:03+08:00,5425,31.6,65.0
5425,2022-03-16T22:56:34+08:00,5426,31.6,65.0
5426,2022-03-16T22:57:05+08:00,5427,31.6,65.0
5427,2022-03-16T22:57:36+08:00,5428,31.6,65.0
5428,2022-03-16T22:58:07+08:00,5429,31.6,65.0
5429,2022-03-16T22:58:38+08:00,5430,31.6,65.0
5430,2022-03-16T22:59:09+08:00,5431,31.7,65.0
5431,2022-03-16T22:59:40+08:00,5432,31.6,65.0
5432,2022-03-16T23:00:11+08:00,5433,31.6,65.0
5433,2022-03-16T23:00:42+08:00,5434,31.6,65.0
5434,2022-03-16T23:01:13+08:00,5435,31.6,65.0
5435,2022-03-16T23:01:44+08:00,5436,31.6,65.0
5436,2022-03-16T23:02:15+08:00,5437,31.6,65.0
5437,2022-03-16T23:02:46+08:00,5438,31.6,65.0
5438,2022-03-16T23:03:17+08:00,5439,31.6,65.0
5439,2022-03-16T23:03:48+08:00,5440,31.6,65.0
5440,2022-03-16T23:04:19+08:00,5441,31.6,65.0
5441,2022-03-16T23:04:50+08:00,5442,31.6,65.0
5442,2022-03-16T23:05:21+08:00,5443,31.6,65.0
5443,2022-03-16T23:05:52+08:00,5444,31.6,65.0
5444,2022-03-16T23:06:23+08:00,5445,31.6,65.0
5445,2022-03-16T23:06:54+08:00,5446,31.6,65.0
5446,2022-03-16T23:07:25+08:00,5447,31.6,65.0
5447,2022-03-16T23:07:56+08:00,5448,31.6,65.0
5448,2022-03-16T23:08:27+08:00,5449,31.6,65.0
5449,2022-03-16T23:08:58+08:00,5450,31.6,65.0
5450,2022-03-16T23:09:29+08:00,5451,31.6,65.0
